title,url,press,time,content
"'우크라 재건株' 급등했는데…""팔아라"" 경고 이유는",https://n.news.naver.com/mnews/article/011/0004450672,서울경제,2025-02-14 15:51:09,"DS투자증권, HD현대건설기계 보고서 공개투자 의견 '매수' → '매도' 이례적 하향 조정도널드 트럼프(왼쪽 첫번째) 미국 대통령, 볼로디미르 젤렌스키(가운데) 우크라이나 대통령, 블라디미르 푸틴 러시아 대통령. AFP연합뉴스[서울경제]지난 2022년 2월부터 시작된 러시아-우크라이나 전쟁의 종전 및 수혜 기대에 국내 주식시장에서 급등한 재건주에 대해 ‘매도’ 의견을 담은 증권사 보고서가 나와 주목 받았다.14일 증권업계에 따르면 DS투자증권의 중공업·미국 담당 양형모 연구위원이 작성한 ‘종전에 대한 과도한 기대감’이라는 제목의 보고서가 이날 공개됐다. 양 연구위원은 이 보고서에서 재건주 중 하나로 꼽히는HD현대건설기계(267270)에 대해 투자의견을 ‘매수’에서 ‘매도’로 낮췄다. 목표 주가는 기존의 7만 4000원을 유지했다. 상승세가 이어지고 있는 종목에 대해 부정적인 의견을 제시한 것은 국내 증권업계에서 이례적인 사례로 평가된다.양 연구위원은 우선 종전 시나리오에 대해 “러시아 점령지는 러시아가 가져갈 가능성이 높다”고 전망했다. 그 근거로 종전을 위해 우크라이나가 도네츠크, 루한스크 등 러시아 점령지에서 모든 군대를 철수해야 한다는 블라디미르 푸틴 러시아 대통령의 요구와 피트 헤그세스 미국 국방부 장관의 우크라이나에 대해 러시아가 점령한 영토 포기를 요구한 사실을 제시했다.이어 양 연구위원은 러시아-우크라이나 전쟁의 최대 손실 지역을 현재 러시아 점령지로 지목하면서 “만약 러시아 점령지를 러시아가 가져가게 된다면 우크라이나 재건 규모는 기존 추정치 대비 절반 이하로 감소하겠다”며 “러시아 점령지는 러시아와 중 국이 재건할 가능성이 크기 때문”이라고 진단했다.양 연구위원은 이와 함께 총 10년이 걸릴 것으로 예상되는 재건 기간, 유럽, 미국 등 우크라이나 원조 국가의 다양한 굴삭기 메이커와의 경쟁, 최근 전세계 최고 수준인 국내 건설기계 업체의 주가 수익률도 과도한 기대를 낮춰야 하는 이유로 들었다.앞서 도널드 트럼프 미국 대통령은 우리나라의 13일 증시 개장 전인 12일(현지시간) 푸틴 러시아 대통령과 볼로디미르 젤렌스키 우크라이나 대통령과 잇따라 통화를 진행해 종전 협상을 즉시 시작하기로 합의했다고 밝혔다. 이에 HD현대건설기계 주가는 이날 하루 동안 거래량이 평소보다 급증하면서 9.52% 오른 8만 2800원으로 장을 마감했다. 그러나 14일에는 5.92% 내린 7만 7900원의 종가를 기록했다."
"신보, 올 P-CBO 5兆[fn마켓워치]",https://n.news.naver.com/mnews/article/014/0005308537,파이낸셜뉴스,2025-02-14 15:47:11,"주관 증권사에 IBK·코리아에셋·KB·한투·유안타·한화·iM·교보·BNK·키움·NH·삼성·현대차·DB[파이낸셜뉴스] 신용보증기금이 올해 프라이머리 채권담보부증권(P-CBO)을 약 5조원 규모로 공급한다. 신규 2조8000억원, 차환 2조2000억원 규모다.2024년에는 신규 목적 2조5000억원, 차환 목적 2조4000억원 등 총 4조9000억원어치를 발행했다. 2023년에는 4조8000억원 수준이였다.14일 투자은행(IB) 업계에 따르면 신보는 이달 28일을 시작으로 11월까지 P-CBO를 발행한다. 5조원 규모다.이를 위한 주관 증권사는 IBK투자증권, 코리아에셋투자증권, KB증권, 한국투자증권, 유안타증권, 한화투자증권, iM증권, 교보증권, BNK투자증권, 키움증권, NH투자증권, 삼성증권, 현대차증권, DB금융투자 등 14곳이다.2024년 주관사였던 메리츠증권, 부국증권, 우리투자증권, 하나증권이 빠지고 BNK투자증권, 한화증권, NH투자증권, DB금융투자가 합류했다.회계법인은 한일, 대명, 정후, 대주, 안세, 평진, 우리, 로엘, 우일, 이촌이 이름을 올렸다. 자금관리은행은 IBK중소기업은행, NH농협은행, KB국민은행, 수협은행이 맡는다.P-CBO는 신용도가 낮은 기업들이 발행하는 채권을 인수한 후 기초자산으로 묶어 발행하는 자산유동화증권(ABS)이다. 상대적으로 낮은 금리로 중소기업들의 자금조달을 지원하는 제도다.신보는 올해도 외화표시 회사채로 외화증권을 발행한다. 발행 주관사 선정에 나선 상태다.신보는 2022년부터 아시아, 유럽 투자자를 대상으로 채권을 발행해왔다. 2024년 5월 미국으로 투자자 범위를 넓혀 3억달러 규모 채권을 발행했다. 10월 말에는 2억달러 규모 포모사본드를 발행키도 했다. 포모사본드는 대만 자본시장에서 현지 통화가 아닌 외화로 발행하는 채권을 말한다. 당시 발행물량 대비 약 4.2배에 달하는 매수주문을 확보한 바 있다.#P-CBO #신용보증기금"
증권채에 15조원 뭉칫돈…실적 개선 기대에 ‘흥행 릴레이’,https://n.news.naver.com/mnews/article/009/0005443944,매일경제,2025-02-14 15:45:10,"여의도 증권가 [사진=연합뉴스]연초 회사채 시장이 활기를 띠며 증권사 회사채에도 매번 조 단위의 자금이 몰리고 있다.지난해 증권사들의 유동성 위기에 대한 경계심이 있었던 것과 달리 올해는 실적 기대로 증권채가 투자자들의 관심을 끄는 모양새다.14일 투자은행(IB) 업계에 따르면 미래에셋증권, 삼성증권, 한국투자증권, KB증권, 신한투자증권, NH투자증권 등 주요 6개 증권사가 올해 들어 진행한 회사채(증권채) 수요예측에서 모집한 자금은 총 15조100억원에 달한다.증권사들의 채권 발행 목적이 대부분 기존 채무 상환임을 감안하면 이번 자금 조달로 이자 비용 부담을 줄이는 효과도 기대된다.6개 증권사는 모두 개별 민평금리보다 낮은 금리에서 목표액 조달에 성공했다.증권채가 흥행하는 배경에는 실적 개선이 작용했다. 지난해 서학개미 열풍과 자산 평가 이익 증가로 증권사들의 실적이 대폭 좋아졌다.미래에셋증권, 한국투자증권, 삼성증권, 메리츠증권, 키움증권 등 5개 증권사들은 지난해 ‘영업이익 1조 클럽’에 복귀했다.지난 2023년에는 부동산 프로젝트파이낸싱(PF) 부실 우려로 쌓았던 충당금으로 인해 영업이익이 1조원이 넘는 증권사가 한곳도 없었다.금리 인하로 인한 채권, 주식의 자산 가치가 급증한 것이 실적 개선에 영향을 줬다. 해외 주식 투자 열풍이 불면서 브로커지리(위탁매매) 수수료도 대폭 늘어났다.증권업은 트럼프 미국 대통령의 재집권으로 촉발된 ‘관세 전쟁’에서도 비교적 자유롭다는 점에서 주목 받고 있다.금융투자업계 관계자는 “채권 시장 내 증권채에 대한 투자 심리가 빠르게 회복되고 있다”며 “시장 금리 하락과 증권업 실적 개선 기대가 맞물리면서 증권사에 우호적인 자금 조달 여건이 형성됐다”고 짚었다.한편 이달 회사채 시장은 수요예측 경쟁률이 높아지고 스프레드 축소세를 보이는 등 강세를 나타내고 있다.회사채 AA-등급 3년물 금리와 국고채 3년물 금리 간의 차이(스프레드)는 지난해 말 70bp(1bp=0.01%포인트) 안팎에서 움직였지만 현재 58bp 수준까지 줄어들었다.스프레드가 축소된다는 것은 기업이 더욱 저렴한 비용으로 자금을 조달할 수 있다는 것을 의미한다.김은기 삼성증권 연구위원은 “지난해 같은 기간보다 2월 초 회사채 수요예측은 경쟁률은 높아지고 발행 스프레드는 낮아지면서 더 강세를 보였다”며 “회사채 시장의 계절적 요인을 감안할 때 회사채 발행물 투자 수요는 2월 말까지 강세 기조를 이어갈 것”이라고 짚었다."
AI's pick: 한화솔루션[한경유레카 포커스],https://n.news.naver.com/mnews/article/015/0005094302,한국경제,2025-02-14 15:44:15,"한경유레카 포커스는 AI알고리즘 종합 플랫폼 한경유레카에 입점한 알고리즘들의 주간 수익률 순위와 알고리즘이 가장 많이 추천한 종목을 전달합니다. '한경유레카' 앱을 내려받으면 종목별 투자의견과 나에게 맞는 알고리즘을 추천받을 수 있습니다.주간 수익률 1등: 알파컨덕터한경유레카에 입점한 종목추천 서비스 중 2월 2주차 주간 수익률 1위는 알파컨덕터가 차지했다. 알파컨덕터가 추천 후 매도의견을 제시한 종목들의 평균 수익률은 5.3%였다.알파컨덕터는 기술적 분석과 상승 촉매를 포착하는 모멘텀 전략과 기업 이익을 기반으로 종목을 추천하는 서비스다.알파컨덕터가 주간 수익률 1위를 달성할 수 있게 해준 종목은 한화솔루션이다. 알파컨덕터는 한화솔루션에 대해 2월 4일 매수의견을 제시한 후 2월 14일 매도의견을 제시했다.지난 6일 한화솔루션은 실적을 발표했다. 한화솔루션의 작년 4분기 매출액은 4조 6000억원, 영업이익은 1000억원으로 전년동기대비 각각 21%와 70% 증가했다.작년 전체 매출액은 12조 3000억원으로 전년동기대비 5% 하락했고 영업이익은 3000억원 적자를 기록했다.작년 상반기 신재생에너지 사업에서 영업적자가 2700억 가량 발생했으나 4분기에 태양광 개발자산 매각으로 대규모 이익이 발생하며 흑자로 전환했다.실적 발표 이후 증권사들은 한화솔루션에 대해 분석자료를 발간했다. IM증권은 올해 들어 미국 모듈 수입량이 감소하고 IRA 정책 불확실성에 따라 일부 프로젝트들이 지연 및 철회 움직임을 보여 태양광 시장에서 긍정적인 변화가 기대된다고 전했다.트럼프의 자국 우선주의가 강화될수록 모듈 수입량과 신규 생산설비 유입이 축소되면서 미국 내 설비를 갖고 있는 한화솔루션에게 오히려 기회가 될 수 있다고 판단했다.한경유레카에서는 AI알고리즘 업체 한 곳을 선택하면 1개월간 해당 알고리즘이 제공하는 유료 콘텐츠를 무료로 구독할 수 있다. 한경유레카 앱은 구글스토어 혹은 앱스토어에서 내려받으면 된다.한경닷컴 뉴스룸 open@hankyung.com"
"코스피, 기관 매수에 상승…장중 2600선 터치",https://n.news.naver.com/mnews/article/015/0005094301,한국경제,2025-02-14 15:43:11,"14일 오전 서울 중구 하나은행 본점 딜링룸./사진=뉴스1코스피가 기관 매수세에 힙입어 상승 마감했다. 장중 수차례 2600선을 터치했지만, 돌파하진 못했다.14일 코스피는 전일 대비 7.88포인트(0.31%) 오른 2591.05에 거래를 마쳤다.기관이 유가증권시장에서 3643억원어치 주식을 순매수했다. 외국인도 코스피200 선물을 5177억원어치 사들였다. 반면 현물주식은 3207억원어치 팔았다. 개인은 장중 주식을 순매수하는 모습을 보이다가 결국 순매도로 거래를 마쳤다.코스피 시가총액 상위 종목은 대체로 상승했다.삼성전자와 SK하이닉스는 각각 0.36%와 0.72% 올랐다. 장중엔 삼성전자가 1% 넘게 오르고 SK하이닉스는 약세였지만, 장 막판 흐름이 역전됐다.삼성바이오로직스는 장중 120만원선을 돌파하며 신고가를 기록했지만, 차익실현 매물이 나오며 종가는 강보합에 그쳤다. 셀트리온은 1.63% 상승했다.LG에너지솔루션은 1.4% 하락했다.현대차는 1.2% 빠졌지만, 기아는 0.74% 올랐다.HD현대중공업도 차익실현 매물에 8.61%나 급락했다.코스닥은 전일 대비 7.04포인트(0.94%) 오른 756.32에 마감됐다. 이 시장에서는 외국인과 기관이 각각 1970억원어치와 129억원어치 주식을 순매수한 반면, 개인은 1841억원어치를 순매도했다.코스닥 시가총액 상위 종목은 혼조세였다.알테오젠 6.34%, HLB 9.42%, 리가켐바이오 2.69% 등 바이오주는 강세였다. 간밤 미 국채 10년물 금리가 하락한 영향이다. 이에 더해 밸류에이션 수준이 저렴하다는 평가가 나온 휴젤은 11.2% 급등했다. 금리 하락세 성장주 성격이 짙은 레인보우로보틱스도 5.93%나 올랐다.반면 에코프로비엠과 에코프로는 각각 2.36%와 1.94% 하락했다. 리노공업도 2.39% 빠졌다.서울외환시장에서 원·달러 환율은 전일 대비 3.3원(0.22%) 내린 달러당 1443.3원에 거래되고 있다."
외인·기관 사자에 이틀째 상승[코스닥 마감],https://n.news.naver.com/mnews/article/018/0005943990,이데일리,2025-02-14 15:42:15,"외국인·기관 사자 개인 팔자…756.32제약, 기계·장비, 통신 등 상승작년 사상 최대 실적에 휴젤 11%↑CXL 메모리 양산에 소식에 티엘비 ‘上’[이데일리 박정수 기자] 코스닥 지수가 외국인과 기관의 사자에 2거래일 연속 상승했다.14일 엠피닥터에 따르면 코스닥지수는 전 거래일보다 7.04포인트(0.94%) 오른 756.32에 거래를 마쳤다. 이날 코스닥지수는 752.08로 전 거래일(749.28) 대비 상승 출발했다. 외국인과 기관이 각각 1970억원, 129억원어치 샀고 개인이 1841억원어치 팔았다.업종별로 제약, 기계·장비, 통신, 음식료·담배, 제조, 유통, 출판·매체복제 등이 상승했다. 반면 금융, 오락·문화, 비금속, 섬유·의류, 건설, 종이·목재 등은 하락했다.시가총액 상위 종목은 상승이 우위인 가운데 지난해 역대 최대 실적을 기록한 휴젤(145020)이 11%나 뛰었다. 휴젤은 전날 2024년 매출액 3730억원, 영업이익 1663억원의 역대 최대 실적을 달성했다고 밝혔다. 이 같은 수치는 전년 대비 각각 16.7%, 41.2% 성장한 것으로, 당기순이익은 1424억원으로, 45.8% 상승했다.HLB(028300)는 9% 넘게 올랐고 알테오젠(196170)이 6%대 상승했다. 레인보우로보틱스(277810), 파마리서치(214450), 리가켐바이오(141080), 클래시스(214150), 코오롱티슈진(950160) 등도 상승 마감했다. 반면 JYP Ent.(035900), 삼천당제약(000250), 리노공업(058470), 에코프로비엠(247540) 등은 2% 이상 밀렸고 에코프로(086520)는 1%대 빠졌다. HPSP(403870) 등은 하락 마감했다.개별종목 중에는 티엘비(356860)가 상한가를 기록했다. 삼성전자와 SK하이닉스가 넥스트 HBM으로 꼽히는 컴퓨트익스프레스링크(CXL) 메모리 양산에 나선다는 소식이 투심을 자극했다. 이외 마이크로컨텍솔(098120)이 가격제한 폭까지 뛰었고 에이치브이엠(295310), 네오셈(253590), 맥스트(377030) 등이 20% 이상 급등했다.한편 이날 거래량은 8억 8375만주, 거래대금 9조 9279억원으로 집계됐다. 상한가 2개를 비롯해 768개 종목이 올랐고 하한가 2개를 포함해 828개 종목이 내렸다. 116개 종목이 보합으로 마감했다."
비트코인 급등에도 새 먹거리 찾는 채굴 기업들…코인베이스 실적 호조와 대조적,https://n.news.naver.com/mnews/article/009/0005443941,매일경제,2025-02-14 15:42:13,"사진=챗GPT脫비트코인 준비 중인 채굴 기업들라이엇, AI 데이터센터 전환 이끌신임 이사 3명 이사회에 임명해코인베이스는 순익 2배 이상 늘어비트코인 채굴 기업들이 인공지능(AI) 데이터센터 등 새로운 먹거리 발굴에 나서고 있다. 도널드 트럼프 미국 대통령 당선 이후 비트코인 가격이 크게 올랐지만 채굴에만 집중하고 있지 않은 모습이다.지난해 4분기 사상 최고 실적을 기록하면서 주가가 크게 상승한 트레이딩 기업들의 모습과 대조적이다.13일(현지시간) 라이엇플랫폼은 제이비 레버턴, 덕 무턴, 마이클 터너 등 3명이 이사회에 새롭게 임명됐다고 밝혔다.라이엇은 이들은 향후 ‘비트코인 채굴 자산의 AI 및 고성능 컴퓨팅(HPC)용 자산으로의 전환’ 관련 사업을 이끌 것이라고 설명했다.특히 레버턴 신임 이사는 다른 비트코인 채굴 기업인 헛8(Hut 8)에서 캐나다 소프트웨어 기업 테라고의 데이터센터 사업 부문 인수를 통해 비트코인 채굴 자산을 HPC 자산으로 전환시킨 경험이 있는 인물이다.무턴 신임 이사는 데이터센터 설계 및 건설 전문가이며 터너 신임 이사는 부동산과 자산 분배 분야에서 전문성을 갖추고 있다. 라이엇은 이들을 중심으로 AI 데이터센터 관련 사업을 키울 것으로 보인다.이 소식에 라이엇은 13일(현지시간) 뉴욕 증시에서 9.59% 반등한 12.23달러에 마감했다.라이엇에 앞서 코어 사이언티픽은 지난해 클라우드 컴퓨팅 기업 코어위브와 기존 비트코인 채굴장을 AI 데이터센터로 전환하는 계약을 체결한 바 있다. 이 계약으로 코어 사이언티픽은 향후 12년간 87억달러의 매출 발생을 기대하고 있다.이처럼 비트코인 채굴 기업들이 신성장 동력 발굴에 나서는 이유로는 비트코인 채굴 수익성의 감소가 꼽힌다. 비트코인이 여러 차례 반감기를 거치면서 채굴에 대한 보상이 크게 줄어들었기 때문이다.실제로 라이엇에 따르면 비트코인의 최근 반감기(지난해 4월)가 발생하기 전인 회계연도 2023년 비트코인 1개를 채굴하기 위한 비용은 7539달러에 불과했다. 비트코인 채굴의 매출총이익률은 74%였다.반면 2024년 3분기 기준 비트코인 1개를 채굴하기 위한 비용은 3만5376달러까지 증가했다. 매출총이익률도 42%까지 감소했다.한편 전날 로빈후드가 가상자산 사업 호조로 사상 최대 실적을 내놓은데 이어 코인베이스도 어닝 서프라이즈를 달성했다. 지난해 4분기 가상자산 거래 규모가 크게 증가한 영향이다.코인베이스의 지난해 4분기 매출은 전년 대비 138% 늘어난 22억7000만달러에 달했다. 월가 전망치 18억4000만달러와 직전 분기 12억6000만달러를 모두 크게 웃돌았다.같은 기간 순이익은 12억9100만달러로 전망치였던 5억7900만달러를 2배 이상 상회했다.이 기간 거래 규모도 직전 분기(1850억달러) 대비 2배 이상 증가한 4390억달러에 달했다.13일(현지시간) 코인베이스는 정규장에서 8.44% 오른 298.11달러에 마감했다. 단 코인베이스는 장 마감 후 호실적을 발표했지만 차익 실현 매물에 애프터마켓에서 1.47% 하락했다.전날 실적을 발표한 로빈후드는 14.11% 오른 63.80달러에 거래를 마쳤다."
'차세대 항암제 개발' 오름테라퓨틱 상장 첫날 9% 상승(종합),https://n.news.naver.com/mnews/article/001/0015214238,연합뉴스,2025-02-14 15:41:54,"오름테라퓨틱[오름테라퓨틱 제공](서울=연합뉴스) 곽윤아 기자 = 제약사 오름테라퓨틱이 코스닥시장 상장 첫날인 14일 주가가 9% 강세를 보였다.이날 코스닥시장에서 오름테라퓨틱은 공모가(2만원)보다 9% 오른 2만1천800원에 거래를 마쳤다.오름테라퓨틱 주가는 장 초반 공모가 대비 49.75% 급등한 2만9천950원까지 올랐으나 장 후반으로 갈수록 상승분을 반납했다.오름테라퓨틱은 차세대 항암제를 개발하고 있는 제약사로 이날 코스닥시장에 입성했다.오름테라퓨틱은 지난해 11월 상장 절차를 자진 철회했다가, 공모가를 낮춘 후 절차를 재개했다.지난달 17일부터 23일까지 진행된 기관 투자자 대상 수요 예측에서 경쟁률이 16.93대 1에 그쳤고, 공모가는 희망 범위(2만4천~3만원) 하단보다 낮은 2만원으로 정해졌다.지난 4~5일 진행된 일반투자자 대상 공모 청약에서는 경쟁률 21.1대 1을 기록했다.오름테라퓨틱(주) 코스닥시장 상장기념식(서울=연합뉴스) 14일 서울 영등포구 한국거래소에서 열린 오름테라퓨틱(주) 코스닥시장 상장기념식에서 관계자들이 상장기념패 전달 후 기념 촬영하고 있다.왼쪽부터 김대영 한국IR협의회 부회장, 민경욱 한국거래소 코스닥시장본부장, 이승주 오름테라퓨틱(주) 대표이사, 김성환 한국투자증권 대표, 강왕락 코스닥협회 부회장. 2025.2.14 [한국거래소 제공. 재판매 및 DB 금지] photo@yna.co.krori@yna.co.kr"
"‘제로에너지건축물’ 인증 6월부터 의무화, 분양가 상승 불가피...분양가 상승없는 단지 ‘운암자이포레나 퍼스티체’ 관심↑",https://n.news.naver.com/mnews/article/011/0004450662,서울경제,2025-02-14 15:35:09,"공사비 인상으로 지난해 분양가 약 15% 상승···분양가 상승폭 더 커질 것아파트 분양가 상승 우려로 분양가 고정 단지에 대한 관심 급증해[서울경제]오는 6월부터 민간 아파트에 대해 ‘제로에너지건축물’ 5등급 인증이 의무화됨에 따라, 건설 비용의 상승이 불가피할 것으로 전망되고 있다. 이에 따라 기분양 단지에 관심이 급증하고 있다.실제 정부는 탄소중립 목표 달성을 위해 기존의 공공건축물에만 적용되던 제로에너지건축물 인증제를 민간 건축물로 확대하기로 결정했다. 이에 따라 올해 6월부터 30세대 이상의 민간 아파트는 기본적으로 5등급 인증을 받아야 하며, 이를 위해 고성능 창호, 단열재, 태양광 설비 등의 도입이 필수적이다. 업계에서는 이러한 조치로 인해 공사비가 급격히 증가하고, 분양가 인상이 불가피할 것이라고 보고 있다.국토교통부는 제로에너지 인증 의무화에 따른 공사비 증가 폭을 전용면적 84㎡ 기준으로 가구당 약 130만원으로 예상하고 있으나, 건설업계는 실제 증가 폭이 이보다 클 것으로 판단하고 있어 최소 300만원 이상의 증가 가능성도 제기되고 있다.이미 공사비는 원자재 가격 및 인건비 인상으로 인해 심각한 수준에 이르렀다. 한국건설기술연구원의 자료에 따르면, 공사비지수는 2020년 이후 꾸준히 상승하며 2024년 12월(잠정치) 기준 130.18을 기록, 이는 2020년을 기준치(100)로 삼았을 때 30% 이상 증가한 수치다.공사비 상승으로 인해 지난해 아파트 분양가 역시 큰 폭으로 인상됐다. 부동산R114에 따르면, 2024년 전국 아파트 3.3㎡당 평균 분양가는 2,063만원으로, 2023년 1,800만원 대비 14.61% 상승했다. 전용면적 84㎡ 기준으로 환산하면 약 6,600만원가량 오른 셈이다.이러한 상황에서 소비자들은 분양가 인상을 피하기 위해 기존에 분양가가 고정된 단지에 대한 관심을 높이고 있다. 또한, 하반기 대출 정책이 완화될 가능성이 제기되면서 실수요자들의 매수 심리가 더욱 자극되고 있다. 이에 따라 올 상반기 분양시장에 대한 관심이 증가할 것으로 보인다.한 업계 전문가는 “제로에너지건축물 인증 의무화로 인해 건설사들은 고효율 자재와 친환경 설비를 필수적으로 적용해야 한다. 이에 따라 공사비 상승폭이 정부 예상치보다 더 클 가능성이 높다”면서 “건설비용이 오르면 분양가 인상으로 이어질 수밖에 없기 때문에, 이에 대한 소비자들의 부담이 커질 것으로 보인다. 이러한 요인들이 맞물리면서 올 상반기 분양시장에서는 기존 분양 단지에 대한 관심이 더욱 커질 것”이라고 분석했다.이런 가운데, 광주광역시 북구 일대 GS건설과 한화 건설부문이 시공하는 ‘운암자이포레나 퍼스티체’가 수요자들의 관심이 집중되고 있다. 해당 단지는 분양가 상승 걱정이 없는 기분양 단지이기 때문이다.‘운암자이포레나 퍼스티체’는 총 3개 단지, 지하 3층~지상 최고 29층, 37개 동, 전용 59~109㎡ 총 3,214가구 규모로 조성되며, 이 중 전용 59~84㎡ 총 1,192가구가 일반분양 중이다.‘운암자이포레나 퍼스티체’는 주거 환경이 우수하다. 단지 동측에는 광주 북구를 대표하는 중외공원이, 서측에는 운암산과 영산강, 북측에는 매곡산과 운암제가 자리해 풍부한 자연환경 속에서 다양한 여가 생활을 즐길 수 있다.이와 함께 풍부한 생활 인프라도 누릴 수 있다. 호남고속도로로 직결되는 서광주 IC, 북문대로 등과 인접해 광역으로 이동이 용이하며 제2순환로, 하서로, 서강로 등을 통해 광주 전 지역으로의 이동도 수월한 교통망을 가졌다. 또한 단지 인근으로는 광주 첨단2지구, 본촌일반산업단지, 기아자동차 광주공장 등 산업단지들이 가까이 위치해 있어 직주근접 환경을 갖추고 있다.이에 더해 단지 전면으로는 근린 상권이 위치해 편리한 생활을 누릴 수 있으며 이마트 광주점, 신세계백화점, 광주종합버스터미널, 운암한국병원, 광주현대병원 등 다양한 편의시설도 이용할 수 있다.또한, ‘운암자이포레나 퍼스티체’는 교육환경도 강점이다. 단지 앞으로 경양초, 운암중이 자리해 자녀들의 안전한 통학이 실현 가능하고 금호중앙중, 금호고, 금호중앙여고 등 명문학군이 위치해 있다. 여기에 운암도서관, 운암동 학원가가 가까워 편리하게 누릴 수 있다.그 외에도 ‘운암자이포레나 퍼스티체’는 다채로운 특화 설계로 수요자들의 관심을 집중시킬 것으로 예상된다. 단지 전체 동 기단부 4개 층을 세라믹 타일로 마감하고 단지 일부에는 랜드마크형 옥상 조형물과 측벽 디자인이 조명형으로 특화 적용되며 단지의 상징이 될 대형 문주와 열주가 설치될 예정이다.커뮤니티 시설에는 전 타석 GDR이 적용된 골프연습장 및 스크린골프, 피트니스센터, GX룸 등 입주민 편의를 위한 다채로운 시설이 계획되어 있으며 각 동 지하층에는 부피가 큰 짐이나 계절용품을 편리하게 보관할 수 있는 세대 전용 창고(세대당 1개소)가 제공될 예정이다.아울러, ‘운암자이포레나 퍼스티체’는 파격적인 계약 혜택을 제공할 예정이다. 중도금 전액(60%) 무이자 및 발코니 확장 무상 시공, 일부 품목 무상 제공, 안심 보장제 시행 등으로 수요자들의 자금 조달 부담을 크게 줄였다. 또한 견본주택에서는 신학기를 맞아 자녀동반 방문객에게 학용품선물을 증정하는 행사 등 누구나 즐길 수 있는 다양한 행사도 진행예정에 있어 방문자에게 즐거움을 선사할 예정이다.한편, 운암자이포레나 퍼스티체의 견본 주택은 광주광역시 북구 경열로 일원에 마련돼 있으며, 입주는 2026년 4월 예정이다."
"차익실현 유혹도 뚫었다…기관, 이틀새 1조원 쐈다",https://n.news.naver.com/mnews/article/215/0001198561,한국경제TV,2025-02-14 15:31:23,"코스피, 0.31% 상승 마감…장중 2,600선 '돌파'코스피가 상승 마감하며 나흘째 오름세를 이어갔다.장중에는 넉달여만에 2,600선을 회복하기도 했다.관세전쟁을 둘러싼 불확실성에도 불구하고 상승폭을 확대하던 코스피는 차익실현성 물량이 지속적으로 나오면서 추가 상승폭 확대는 제한적인 모습을 보였다.14일 코스피지수는 전거래일대비 7.88포인트(0.31%) 오른 2,591.05로 거래를 마쳤다.주요 수급주체별로 보면 기관이 3,600억원 어치를 사들였는데, 최근 매수강도를 강화하며 이틀새 1조원 넘게 매집하고 있다.이에 반해 개인과 외국인은 각각 640억원, 3,200억원 매도 우위를 보였다.시가총액 상위종목별로는 셀트리온(1.63%), 한화에어로스페이스(3.29%), 현대모비스(2.67%) 등이 상대적으로 상승폭이 컸다.삼성전자(0.36%), SK하이닉스(0.72%)도 강보합 마감했다.반면, HD현대중공업은 차익실현성 매물이 쏟아지면서 8.61% 약세로 장을 마쳤다. LG에너지솔루션(-1.40%), 현대차(-1.20%) 등도 하락 마감했다.코스닥지수는 전거래일대비 7.04포인트(0.94%) 오른 756.32로 거래를 마쳤다."
"리플, 홀로 4%대 상승세… ETF 승인 기대감 반영",https://n.news.naver.com/mnews/article/417/0001058174,머니S,2025-02-14 15:26:47,리플이 ETF(상장지수펀드) 승인 기대감이 홀로 상승하고 있다. 사진은 기사 내용과 무관. /사진=이미지투데이도널드 트럼프 미국 대통령이 상호관세 각서에 서명해 인플레이션 고조 우려로 비트코인 등 대부분 가상자산이 하락하고 있으나 시총 3위 리플은 ETF(상장지수펀드) 승인 기대감에 홀로 상승세다.14일 글로벌 코인 시황 중계사이트인 코인마켓캡에 따르면 이날 오후 2시36분 기준 비트코인은 24시간 전보다 0.41% 하락한 9만7137달러(약 1억4025만원)를 기록하고 있다. 시총 2위 이더리움도 1.13% 하락한 2714달러(약 391만원)에 거래된다.이와 달리 시총 3위 리플은 4.37% 상승한 2.59달러(약 3739원)를 기록하고 있다.대부분 가상자산이 트럼프 관세 폭탄 위협으로 하락하고 있지만 리플은 상승하고 있다. 가상자산 전문매체 코인데스크는 미국의 증권 감독 당국인 SEC(증권거래위원회)가 리플의 현물 ETF를 승인할 가능성이 크다고 이날 보도했다.코인데스크는 SEC가 이르면 오늘 미국 디지털 자산운용사 그레이스케일의 현물 ETF 신청을 승인할 가능성이 있다고 전했다. 그레이스케일은 지난달 30일 자사의 리플 투자신탁 상품을 현물 ETF로 전환해 달라고 SEC에 요청한 바 있다.SEC의 승인이 나면 비트코인과 이더리움에 이어 세 번째로 암호화폐 ETF가 출범한다. ETF가 출범하면 기관 투자자들이 대거 유입돼 가격이 급등할 전망이다. 대부분 기관은 지금도 위험성이 큰 암호화폐에 대한 직접 투자를 금지하고 있다. 이런 상황에서 리플 ETF가 출범하면 기관들도 리플에 투자할 수 있다.실제 비트코인은 지난해 1월 현물 ETF 승인 이후 기관의 대규모 자금이 유입되면서 사상 최고치를 경신한 바 있다.
